FID,OBJECTID,Join_Count,TARGET_FID,SEQNUM,X,Y,CFCA_ID,SiteName,Hydroclass,EcoHydro_T,Wetland_Ty,Urban_Dens,SusceptGW,Stressed,Hydro_alt,Acres,Class,SFxZsuArea,SFxZsuAr_1,SFxZusArea,SFxZusAr_1,Lake_,Name,Row,Column_,Ranking,ZsuP_L1,ZusP_L1,ZsuR_L1,ZusR_L1,ZsuP_L3,ZusP_L3,ZsuR_L3,ZusR_L3,X_SP,Y_SP
361,362,1,362,71071.000000000000000,1398191.921000000100000,10336291.660000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,30.023938999999999,Class 1,0.000538629449213,0.005676325788630,0.169910574364000,4.581515453000000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,184.000000000000000,67.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036046,0.1572110,0.0001891,0.1525950,413860.0000000,1507650.0000000
362,363,1,363,71072.000000000000000,1399441.919000000000000,10336291.660000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006850834785880,0.203133393873000,5.692995413580000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,184.000000000000000,68.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036094,0.1648990,0.0001909,0.1586030,415111.0000000,1507650.0000000
363,364,1,364,71073.000000000000000,1400691.916000000000000,10336291.660000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006901803504060,0.203133342940000,5.887024118510000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,184.000000000000000,69.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036097,0.1719020,0.0001923,0.1640090,416361.0000000,1507650.0000000
364,365,1,365,71074.000000000000000,1401941.914000000100000,10336291.660000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006917597329460,0.203133342940000,5.952602977420000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,184.000000000000000,70.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036090,0.1742870,0.0001927,0.1658360,417612.0000000,1507650.0000000
365,366,1,366,71075.000000000000000,1403191.911000000100000,10336291.660000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006844015186170,0.203133393873000,5.667989679800000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,184.000000000000000,71.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036091,0.1640020,0.0001907,0.1579070,418862.0000000,1507650.0000000
366,367,1,367,71076.000000000000000,1404441.909000000000000,10336291.660000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006942723181350,0.203133342940000,6.062664335710000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,184.000000000000000,72.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036070,0.1783110,0.0001934,0.1689020,420113.0000000,1507650.0000000
367,368,1,368,71077.000000000000000,1405691.906000000000000,10336291.660000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006920829180710,0.203133393873000,5.965390550800000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,184.000000000000000,73.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036089,0.1747530,0.0001928,0.1661920,421363.0000000,1507650.0000000
368,369,1,369,71078.000000000000000,1406941.904000000100000,10336291.660000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006931954735260,0.203133342940000,6.015273745800000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,184.000000000000000,74.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036080,0.1765750,0.0001931,0.1675820,422613.0000000,1507650.0000000
369,370,1,370,71079.000000000000000,1408191.901000000100000,10336291.660000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006914007847430,0.203133342940000,5.936692186710000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,184.000000000000000,75.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036092,0.1737080,0.0001926,0.1653930,423864.0000000,1507650.0000000
370,371,1,371,71080.000000000000000,1409441.899000000000000,10336291.660000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,16.427092999999999,Class 1,0.000294702039421,0.003123447389730,0.092963711615500,2.563920727330000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,184.000000000000000,76.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036079,0.1616560,0.0001901,0.1560790,425114.0000000,1507650.0000000
371,372,0,372,71458.000000000000000,1396941.924000000100000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,1.270036000000000,Class 1,0.000221913387137,0.000242805490568,0.152795278937000,0.202865729783000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0034814,0.1176670,0.0001747,0.1203080,0.0036097,0.1663550,0.0001912,0.1597320,412610.0000000,1506400.0000000
372,373,1,373,71459.000000000000000,1398191.921000000100000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,34.982743999999997,Class 1,0.000627590408197,0.006706541910750,0.197973294772000,5.657631173070000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,185.000000000000000,67.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036100,0.1689350,0.0001917,0.1617260,413860.0000000,1506400.0000000
373,374,1,374,71460.000000000000000,1399441.919000000000000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894565999999998,Class 1,0.000643948494377,0.006896064087550,0.203133450464000,5.863546945200000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,185.000000000000000,68.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036099,0.1710500,0.0001921,0.1633550,415111.0000000,1506400.0000000
374,375,1,375,71461.000000000000000,1400691.916000000000000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006897498063990,0.203133393873000,5.868437772710000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,185.000000000000000,69.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036098,0.1712280,0.0001922,0.1634910,416361.0000000,1506400.0000000
375,376,1,376,71462.000000000000000,1401941.914000000100000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006889960254300,0.203133393873000,5.839560645780000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,185.000000000000000,70.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036100,0.1701810,0.0001920,0.1626870,417612.0000000,1506400.0000000
376,377,1,377,71463.000000000000000,1403191.911000000100000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894565999999998,Class 1,0.000643948494377,0.006917959835070,0.203133450464000,5.953597778600000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,185.000000000000000,71.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036090,0.1743230,0.0001927,0.1658630,418862.0000000,1506400.0000000
377,378,1,378,71464.000000000000000,1404441.909000000000000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006909701888090,0.203133393873000,5.918287709370000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,185.000000000000000,72.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036095,0.1730380,0.0001925,0.1648800,420113.0000000,1506400.0000000
378,379,1,379,71465.000000000000000,1405691.906000000000000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894565999999998,Class 1,0.000643948494377,0.006918677522920,0.203133450464000,5.957093693590000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,185.000000000000000,73.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036090,0.1744510,0.0001927,0.1659610,421363.0000000,1506400.0000000
379,380,1,380,71466.000000000000000,1406941.904000000100000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006879550649330,0.203133393873000,5.798081433470000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,185.000000000000000,74.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036100,0.1686820,0.0001917,0.1615310,422613.0000000,1506400.0000000
380,381,1,381,71467.000000000000000,1408191.901000000100000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006898574595470,0.203133393873000,5.873018939100000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,185.000000000000000,75.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036098,0.1713940,0.0001922,0.1636190,423864.0000000,1506400.0000000
381,382,1,382,71468.000000000000000,1409441.899000000000000,10335041.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,16.796621999999999,Class 1,0.000301331389479,0.003219912513100,0.095054939040200,2.715969899510000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,185.000000000000000,76.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036100,0.1688980,0.0001917,0.1616970,425114.0000000,1506400.0000000
382,383,1,383,71847.000000000000000,1398191.921000000100000,10333791.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,31.220910000000000,Class 1,0.000560103108297,0.005798035184900,0.176684436718000,4.467730626160000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,186.000000000000000,67.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0035866,0.1452690,0.0001857,0.1431010,413860.0000000,1505150.0000000
383,384,1,384,71848.000000000000000,1399441.919000000000000,10333791.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006788378200730,0.203133393873000,5.483263572270000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,186.000000000000000,68.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036048,0.1574210,0.0001891,0.1527600,415111.0000000,1505150.0000000
384,385,1,385,71849.000000000000000,1400691.916000000000000,10333791.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006884933147440,0.203133342940000,5.819177408970000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,186.000000000000000,69.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036100,0.1694440,0.0001918,0.1621190,416361.0000000,1505150.0000000
385,386,1,386,71850.000000000000000,1401941.914000000100000,10333791.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006907905414580,0.203133342940000,5.910937105730000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,186.000000000000000,70.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036095,0.1727710,0.0001924,0.1646750,417612.0000000,1505150.0000000
386,387,1,387,71851.000000000000000,1403191.911000000100000,10333791.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006948827356520,0.203133393873000,6.091099575060000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,186.000000000000000,71.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036063,0.1793540,0.0001936,0.1696940,418862.0000000,1505150.0000000
387,388,1,388,71852.000000000000000,1404441.909000000000000,10333791.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006932314101330,0.203133342940000,6.015901148810000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,186.000000000000000,72.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036080,0.1765980,0.0001931,0.1675990,420113.0000000,1505150.0000000
388,389,1,389,71853.000000000000000,1405691.906000000000000,10333791.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006929802888040,0.203133393873000,6.005292429810000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,186.000000000000000,73.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036082,0.1762100,0.0001931,0.1673040,421363.0000000,1505150.0000000
389,390,1,390,71854.000000000000000,1406941.904000000100000,10333791.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006962824176260,0.203133342940000,6.159527231250000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,186.000000000000000,74.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036044,0.1818730,0.0001940,0.1716010,422613.0000000,1505150.0000000
390,391,1,391,71855.000000000000000,1408191.901000000100000,10333791.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006916161432180,0.203133342940000,5.946550918490000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,186.000000000000000,75.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036091,0.1740670,0.0001927,0.1656670,423864.0000000,1505150.0000000
391,392,1,392,71856.000000000000000,1409441.899000000000000,10333791.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,15.287482000000001,Class 1,0.000274257418706,0.002942381730090,0.086514459251900,2.518865668310000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,186.000000000000000,76.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036095,0.1728900,0.0001925,0.1647670,425114.0000000,1505150.0000000
392,393,0,393,72235.000000000000000,1398191.921000000100000,10332541.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,8.300107000000001,Class 1,0.001358063533480,0.001490699214570,0.860099573367000,1.073247851370000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0033361,0.0984405,0.0001636,0.1036250,0.0035345,0.1283810,0.0001796,0.1293050,413860.0000000,1503900.0000000
393,394,1,394,72236.000000000000000,1399441.919000000000000,10332541.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,34.232993999999998,Class 1,0.000614139893608,0.006178370676760,0.193730332077000,4.488311227330000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,187.000000000000000,68.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0035432,0.1305600,0.0001805,0.1311110,415111.0000000,1503900.0000000
394,395,1,395,72237.000000000000000,1400691.916000000000000,10332541.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006587726437940,0.203133342940000,4.945060058680000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,187.000000000000000,69.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0035703,0.1386730,0.0001835,0.1377660,416361.0000000,1503900.0000000
395,396,1,396,72238.000000000000000,1401941.914000000100000,10332541.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006765404231510,0.203133342940000,5.413480861540000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,187.000000000000000,70.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036022,0.1549540,0.0001885,0.1508160,417612.0000000,1503900.0000000
396,397,1,397,72239.000000000000000,1403191.911000000100000,10332541.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006912932527200,0.203133393873000,5.932573567290000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,187.000000000000000,71.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036093,0.1735580,0.0001926,0.1652780,418862.0000000,1503900.0000000
397,398,1,398,72240.000000000000000,1404441.909000000000000,10332541.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006972874934890,0.203133342940000,6.210371479540000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,187.000000000000000,72.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036027,0.1837500,0.0001943,0.1730170,420113.0000000,1503900.0000000
398,399,1,399,72241.000000000000000,1405691.906000000000000,10332541.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006989388200250,0.203133393873000,6.298578006680000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,187.000000000000000,73.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0035993,0.1870200,0.0001947,0.1754740,421363.0000000,1503900.0000000
399,400,1,400,72242.000000000000000,1406941.904000000100000,10332541.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894547000000003,Class 1,0.000643948153517,0.006950260989150,0.203133342940000,6.098380308730000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,187.000000000000000,74.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036061,0.1796220,0.0001936,0.1698970,422613.0000000,1503900.0000000
400,401,1,401,72243.000000000000000,1408191.901000000100000,10332541.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,31.978480000000001,Class 1,0.000573693913683,0.006168329068810,0.180971654122000,5.325732650630000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,187.000000000000000,75.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036087,0.1752100,0.0001929,0.1665410,423864.0000000,1503900.0000000
401,402,0,402,72244.000000000000000,1409441.899000000000000,10332541.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,3.661290000000000,Class 1,0.000706592366942,0.000708349767556,0.611444198041000,0.619328680289000,0.000000000000000, ,0.000000000000000,0.000000000000000, ,0.0036084,0.1758150,0.0001930,0.1670020,0.0036068,0.1786450,0.0001935,0.1691560,425114.0000000,1503900.0000000
402,403,1,403,72624.000000000000000,1399441.919000000000000,10331291.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,20.355767000000000,Class 1,0.000365182448829,0.003741390026710,0.115196745590000,2.817160265850000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,188.000000000000000,68.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0035725,0.1394480,0.0001838,0.1383960,415111.0000000,1502650.0000000
403,404,1,404,72625.000000000000000,1400691.916000000000000,10331291.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006643723396640,0.203133393873000,5.080270693820000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,188.000000000000000,69.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0035823,0.1433230,0.0001851,0.1415330,416361.0000000,1502650.0000000
404,405,1,405,72626.000000000000000,1401941.914000000100000,10331291.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.894556000000001,Class 1,0.000643948314977,0.006688950254780,0.203133393873000,5.197123331270000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,188.000000000000000,70.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0035908,0.1473730,0.0001863,0.1447890,417612.0000000,1502650.0000000
405,406,1,406,72627.000000000000000,1403191.911000000100000,10331291.670000000000000,SJ-LJ,Lake Louisa,1F Xeric Lakes,1F,Ridge,Moderate,High,YES,NO,35.784964000000002,Class 1,0.000641982234557,0.006779103750510,0.202513194116000,5.503080495080000,113.000000000000000,LAKE LOUISA NEAR CLERMONT,188.000000000000000,71.000000000000000,L,0.0004817,0.0055079,0.0000179,0.0056592,0.0036059,0.1587210,0.0001894,0.1537820,418862.0000000,1502650.0000000
